time_s,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,accel_x_g,accel_y_g,accel_z_g,aux_volts,current_a,accel_mag_g,accel_excess_g,gyro_mag_deg_s,vel_x_m_s,vel_y_m_s,vel_z_m_s,vel_mag_m_s,jerk_excess_g_per_s
52.154,225.8,115.3,-51.9,-0.15,0.39,0.44,0.034,0.0,0.6067948582511226,0.39320514174887744,258.7920787041211,105.96399779872428,32.538951233931535,-85.14059579082362,139.7715036354286,14.680635211708278
52.156,226.3,114.7,-52.0,-0.14,0.3,0.49,0.036,0.0,0.5913543776789008,0.40864562232109924,258.9822001605516,105.98012835764393,32.54546168859196,-85.15473310759961,139.7938598574802,-3.4826309655664147
52.158,226.0,113.9,-52.5,-0.18,0.35,0.48,0.036,0.0,0.6207253821135398,0.3792746178864602,258.46752213769525,105.99625891656365,32.55197214325245,-85.1688704243756,139.81621609844245,-2.847337239430715
52.16,226.5,113.5,-52.4,-0.19,0.34,0.46,0.036,0.0,0.6027437266367855,0.39725627336321445,258.70883247388366,106.0123894754833,32.55848259791288,-85.18300774115153,139.8385723583062,11.523766542795926
52.162,226.3,112.2,-52.4,-0.15,0.31,0.46,0.036,0.0,0.5746303159423457,0.4253696840576543,257.96567601136394,105.99804003440299,32.5345130525733,-85.19714505792751,139.8307282278273,9.662883897480029
52.164,226.7,111.5,-52.5,-0.14,0.31,0.45,0.036,0.0,0.5640921910468182,0.4359078089531818,258.0336993495229,105.98369059332266,32.510543507233756,-85.21128237470356,139.82289066836788,10.85132913267799
52.166,226.8,109.8,-52.9,-0.17,0.33,0.38,0.034,0.0,0.5312249994117371,0.46877500058826294,257.4736685566118,105.9693411522424,32.48657396189426,-85.22541969147949,139.81505968103286,11.842940934089299
52.168,226.9,109.2,-53.1,-0.17,0.35,0.34,0.034,0.0,0.5167204273105526,0.48327957268944743,257.3477413928477,105.95499171116202,32.46260441655471,-85.23955700825547,139.8072352669266,6.364563688908547
52.17,226.5,107.1,-53.1,-0.17,0.37,0.3,0.036,0.0,0.5057667446560717,0.49423325534392826,256.10987876300277,105.9406422700817,32.438634871215136,-85.25369432503146,139.7994174271529,-1.8971604615724118
52.172,226.7,105.6,-53.3,-0.18,0.43,0.24,0.036,0.0,0.5243090691567331,0.47569093084326686,255.70518180122983,105.92629282900143,32.414665325875674,-85.26783164180745,139.79160616281473,-5.514746039964919
52.174,226.4,104.7,-53.5,-0.19,0.45,0.2,0.037,0.0,0.5278257288158659,0.47217427118413413,255.11036827224407,105.91194338792111,32.39069578053609,-85.28196895858343,139.7838014750144,-7.328838067471835
52.176,226.5,103.5,-53.6,-0.19,0.48,0.2,0.035,0.0,0.5536244214266564,0.44637557857334365,254.73017096527846,105.89759394684079,32.36672623519652,-85.29610627535942,139.7760033648535,-13.60283407613997
52.178,226.9,103.0,-53.6,-0.19,0.5,0.23,0.037,0.0,0.5822370651203855,0.41776293487961447,254.88344395036725,105.88324450576053,32.342756689857055,-85.31024359213535,139.7682118334331,-13.78620719558964
52.18,226.5,102.1,-53.2,-0.21,0.48,0.31,0.036,0.0,0.608769250208977,0.391230749791023,254.0804990549255,105.8688950646802,32.31878714451748,-85.3243809089114,139.76042688185345,-22.31345336187178
52.182,227.0,102.1,-53.0,-0.21,0.48,0.42,0.034,0.0,0.6714908785679817,0.32850912143201827,254.48459678338097,105.88502562359992,32.32529759917794,-85.33851822568738,139.7827822342287,-8.02238714779844
52.184,226.6,102.0,-52.7,-0.23,0.37,0.47,0.037,0.0,0.6408587988004846,0.3591412011995154,254.0252940161668,105.90115618251957,32.331808053838394,-85.35265554246331,139.8051376057942,-6.71608297711289
52.186,226.5,102.3,-52.4,-0.27,0.38,0.52,0.036,0.0,0.6983552104767315,0.30164478952326845,253.99468498376103,105.91728674143928,32.33831850849885,-85.3667928592393,139.82749299654077,-19.002347480083458
52.188,226.6,102.4,-52.2,-0.31,0.37,0.53,0.035,0.0,0.7168681887209113,0.2831318112790887,254.0829785719618,105.933417300359,32.34482896315934,-85.38093017601534,139.84984840645927,-11.102473427929056
52.19,225.9,101.9,-52.0,-0.37,0.38,0.52,0.034,0.0,0.7427651041883969,0.2572348958116031,253.21615272332056,105.9495478592786,32.351339417819766,-85.39506749279127,139.87220383554023,-15.02828738408126
