time_s,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,accel_x_g,accel_y_g,accel_z_g,aux_volts,current_a,accel_mag_g,accel_excess_g,gyro_mag_deg_s,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,accel_x_m_s2_for_velocity,accel_x_bias_correction_m_s2,accel_z_m_s2_for_velocity,spin_window_flag,vel_x_m_s,vel_y_m_s,vel_z_m_s,vel_mag_m_s,accel_z_raw_m_s2,vel_x_simple_m_s,vel_y_simple_m_s,vel_z_simple_m_s,vel_simple_mag_m_s,jerk_excess_g_per_s
66.664,-145.2,71.6,-85.8,-0.56,0.51,-0.48,0.036,0.0,0.8967162315916892,0.10328376840831077,183.22456167228236,-5.4917240000000005,5.0013914999999995,-14.513841999999999,-0.8962616424399039,-4.595462357560097,-14.513841999999999,False,332.1994338718139,4.134973972499139,-683.7671021859597,760.2045855598949,-4.707191999999999,212.41870752200833,4.134973972499139,-10.14831368600415,212.70118379017853,-15.71820131798129
66.666,-146.3,72.0,-85.3,-0.59,0.53,-0.52,0.036,0.0,0.9483670175622938,0.0516329824377062,184.0211400899364,-5.785923499999999,5.1975245,-14.906108,-1.1904611424399025,-4.595462357560097,-14.906108,False,332.197347149029,4.145172888499115,-683.7965221359597,760.2301911897225,-5.099458,212.40742987450835,4.145172888499115,-10.158120336004126,212.69058778641448,-11.736710968935048
66.668,-146.9,72.5,-84.9,-0.6,0.51,-0.52,0.034,0.0,0.9436630754670864,0.05633692453291361,184.50981003729856,-5.88399,5.0013914999999995,-14.906108,-1.2885276424399033,-4.595462357560097,-14.906108,False,332.1948681602441,4.155371804499164,-683.8263343519598,760.2559786677601,-5.099458,212.3957599610083,4.155371804499164,-10.168319252004174,212.6796198056094,-3.3505463803547677
66.67,-148.2,72.5,-84.6,-0.6,0.57,-0.49,0.035,0.0,0.9617692030835672,0.03823079691643283,185.40941184308846,-5.88399,5.589790499999999,-14.611908499999998,-1.2885276424399033,-4.595462357560097,-14.611908499999998,False,332.1922911049592,4.165962986499139,-683.8558523684596,760.2814612600779,-4.8052585,212.38399198100834,4.165962986499139,-10.17822396850415,212.6685485457286,-8.189741107930349
66.672,-149.0,72.6,-84.2,-0.62,0.59,-0.47,0.034,0.0,0.9764220398987314,0.023577960101268558,185.90696598029888,-6.0801229999999995,5.785923499999999,-14.415775499999999,-1.484660642439903,-4.595462357560097,-14.415775499999999,False,332.18951791667433,4.177338700499112,-683.8848800524596,760.3064218699578,-4.609125499999999,212.37202786800836,4.177338700499112,-10.187638352504129,212.65727439847956,-2.1736508893740822
66.674,-150.2,73.2,-83.1,-0.63,0.6,-0.43,0.036,0.0,0.9704638066409277,0.029536193359072316,186.61160199730347,-6.178189499999999,5.88399,-14.0235095,-1.5827271424399028,-4.595462357560097,-14.0235095,False,332.18645052888945,4.189008613999167,-683.9133193374597,760.3307267731145,-4.2168595,212.3597695555083,4.189008613999167,-10.196464337504171,212.64568512862598,1.592623719115557
66.676,-151.6,73.4,-82.5,-0.65,0.57,-0.44,0.036,0.0,0.970051545022222,0.029948454977777983,187.5536456590487,-6.3743225,5.589790499999999,-14.121576,-1.7788601424399033,-4.595462357560097,-14.121576,False,332.1830889416046,4.200482394499141,-683.9414644229596,760.3546379079667,-4.314926,212.34721704350835,4.200482394499141,-10.20499612300415,212.63378514323605,-5.552338014348434
66.678,-152.1,73.6,-82.3,-0.67,0.57,-0.46,0.034,0.0,0.9926731586982697,0.007326841301730336,187.9485567914795,-6.5704555000000004,5.589790499999999,-14.317708999999999,-1.9749931424399039,-4.595462357560097,-14.317708999999999,False,332.1793350883197,4.211661975499115,-683.9699037079596,760.378641161487,-4.511059,212.3342722655084,4.211661975499115,-10.21382210800413,212.6215027629446,1.9112285786128407
66.68,-153.6,73.9,-81.7,-0.71,0.54,-0.53,0.034,0.0,1.0375933692926145,0.037593369292614476,189.02132154865492,-6.962721499999999,5.295591,-15.0041745,-2.3672591424399023,-4.595462357560097,-15.0041745,False,332.1749928360348,4.222547356999167,-683.9992255914598,760.4031801495299,-5.1975245,212.32073908850833,4.222547356999167,-10.223530691504177,212.60867040897617,13.356901798060818
66.682,-154.4,74.1,-81.5,-0.72,0.52,-0.58,0.034,0.0,1.0607544484940894,0.0607544484940894,189.6639660030339,-7.060788,5.099458,-15.494507,-2.465325642439903,-4.595462357560097,-15.494507,False,332.1701602512499,4.232942405999142,-684.0297242729597,760.4285613071717,-5.687856999999999,212.30671557900837,4.232942405999142,-10.234416073004152,212.59539636058403,20.244286759084787
66.684,-155.2,74.7,-81.3,-0.76,0.56,-0.6,0.034,0.0,1.118570516328765,0.11857051632876492,190.46474739436692,-7.453054,5.4917240000000005,-15.69064,-2.8575916424399033,-4.595462357560097,-15.69064,False,332.16483733396507,4.243533587999117,-684.0609094199597,760.4543474363692,-5.88399,212.2922017370084,4.243533587999117,-10.245987920004124,212.5816708093998,20.446644803944643
66.686,-156.1,74.6,-81.1,-0.78,0.57,-0.61,0.036,0.0,1.1425410277097274,0.14254102770972743,191.0748021064002,-7.6491869999999995,5.589790499999999,-15.788706499999998,-3.053724642439903,-4.595462357560097,-15.788706499999998,False,332.1589260176802,4.25461510249917,-684.0923887664599,760.4801445475683,-5.9820565,212.27709949600833,4.25461510249917,-10.25785396650418,212.56738293563942,0.10055671498362884
66.688,-157.2,75.1,-80.8,-0.79,0.54,-0.58,0.034,0.0,1.1189727431890377,0.11897274318903772,192.04293790712532,-7.7472535,5.295591,-15.494507,-3.1517911424399037,-4.595462357560097,-15.494507,False,332.1527205018953,4.265500483999145,-684.1236719799598,760.5056362674328,-5.687856999999999,212.26170305550838,4.265500483999145,-10.269523880004153,212.55278920570717,8.61166319240867
66.69,-158.6,75.1,-80.1,-0.83,0.6,-0.58,0.034,0.0,1.1769876804792818,0.17698768047928182,192.89888542964678,-8.139519499999999,5.88399,-15.494507,-3.544057142439902,-4.595462357560097,-15.494507,False,332.1460246536104,4.276680064999119,-684.1546609939597,760.5306514831175,-5.687856999999999,212.2458162825084,4.276680064999119,-10.280899594004126,212.53769881663032,18.941430478882868
66.692,-159.3,75.1,-79.9,-0.84,0.63,-0.57,0.034,0.0,1.1947384651043926,0.19473846510439263,193.39211462725154,-8.237585999999999,6.178189499999999,-15.396440499999997,-3.642123642439902,-4.595462357560097,-15.396440499999997,False,332.13883847282557,4.28874224449909,-684.1855519414597,760.5553699879828,-5.589790499999999,212.22943917700843,4.28874224449909,-10.292177241504099,212.52213314334534,-2.260190969251333
66.694,-160.5,74.8,-79.3,-0.79,0.7,-0.5,0.037,0.0,1.167946916601949,0.16794691660194894,194.0200505102501,-7.7472535,6.864654999999999,-14.709975,-3.1517911424399037,-4.595462357560097,-14.709975,False,332.13204455804066,4.301785088999153,-684.2156583569599,760.5795602815687,-4.903325,212.21345433750835,4.301785088999153,-10.30267035700415,212.50694241199454,-9.634447620166988
66.696,-161.3,74.7,-79.3,-0.76,0.74,-0.46,0.036,0.0,1.1562006746235707,0.15620067462357068,194.64395700868806,-7.453054,7.256920999999999,-14.317708999999999,-2.8575916424399033,-4.595462357560097,-14.317708999999999,False,332.1260351752558,4.31590666499912,-684.2446860409599,760.603129540543,-4.511059,212.1982540300084,4.31590666499912,-10.312084741004128,212.49250611593484,-28.310791681849
66.698,-162.4,75.1,-78.9,-0.7,0.68,-0.4,0.036,0.0,1.0547037498748169,0.054703749874816854,195.54789694599123,-6.864654999999999,6.668522,-13.729309999999998,-2.2691926424399025,-4.595462357560097,-13.729309999999998,False,332.12090839097095,4.329832107999088,-684.2727330599598,760.6262015246873,-3.92266,212.18393632100845,4.329832107999088,-10.320518460004108,212.4789010232416,-31.19846709092719
66.7,-163.1,75.2,-78.6,-0.69,0.66,-0.39,0.036,0.0,1.031406806260265,0.03140680626026504,196.047468741629,-6.766588499999999,6.472389,-13.6312435,-2.1711261424399027,-4.595462357560097,-13.6312435,False,332.1164680721861,4.3429730189991504,-684.3000936134599,760.6489518159985,-3.8245934999999998,212.17030507750837,4.3429730189991504,-10.328265713504145,212.4659333728009,-10.385096734162529
66.702,-164.3,75.7,-77.9,-0.7,0.62,-0.39,0.036,0.0,1.01316336293808,0.01316336293808007,196.96037672587858,-6.864654999999999,6.0801229999999995,-13.6312435,-2.2691926424399025,-4.595462357560097,-13.6312435,False,332.1120277534012,4.355525530999121,-684.3273561004598,760.6716110704886,-3.8245934999999998,212.15667383400842,4.355525530999121,-10.335914900504127,212.45295006610635,-1.5925553868311102
66.704,-165.4,75.7,-77.3,-0.69,0.61,-0.45,0.036,0.0,1.0250365847129554,0.025036584712955445,197.64346687912555,-6.766588499999999,5.9820565,-14.219642499999999,-2.1711261424399027,-4.595462357560097,-14.219642499999999,False,332.10758743461633,4.367587710499093,-684.3552069864597,760.6947973948096,-4.4129925,212.14304259050846,4.367587710499093,-10.344152486504107,212.43998642588744,13.390148464116024
66.706,-165.7,76.0,-76.8,-0.67,0.67,-0.49,0.036,0.0,1.0667239567948215,0.06672395679482146,197.81488821623108,-6.5704555000000004,6.5704555000000004,-14.611908499999998,-1.9749931424399039,-4.595462357560097,-14.611908499999998,False,332.10344131533145,4.380140222499152,-684.3840385374599,760.7189977690172,-4.8052585,212.1297055465084,4.380140222499152,-10.353370737504152,212.42737556455694,0.12191786496312318
66.708,-166.7,75.5,-76.0,-0.66,0.65,-0.44,0.036,0.0,1.0255242561733975,0.025524256173397486,198.15433379060877,-6.472389,6.3743225,-14.121576,-1.8769266424399031,-4.595462357560097,-14.121576,False,332.09958939554656,4.393085000499122,-684.4127720219599,760.7432411657007,-4.314926,212.11666270200843,4.393085000499122,-10.362490922004131,212.41506304819308,-10.190248625116961
