max_accel_time_s,max_accel_mag_g,max_gyro_time_s,max_gyro_mag_deg_s,max_abs_jerk_time_s,max_abs_jerk_excess_g_per_s,max_velocity_time_s,max_velocity_mag_m_s,velocity_source,lr_csv_path,lr_velocity_units,detrend_velocity,detrend_start_time_s,detrend_end_time_s,detrend_applied_x,detrend_applied_y,detrend_applied_z,event_count,drogue_time_s,event_70_time_s,main_time_s,event1_pre_window_s,event1_post_window_s,event2_pre_window_s,event2_post_window_s,event2_center_mode,event2_center_shift_s,event2_gyro_onset_search_pre_s,event2_gyro_onset_search_post_s,event2_include_negative_trough,event2_trough_search_post_s,event2_trough_pad_s,event3_pre_window_s,event3_post_window_s
218.664,50.75014876825486,74.166,2306.6054777529685,331.59,-10286.92224198096,115.38,805.1168894184101,lr_onboard,C:\Users\lamor\OneDrive\src\DataAnalysisSnowbirdTest\exports\SnowbirdPrim LR_03-21-2026_10_52_17.csv,ft/s,True,38.6,335.332,True,True,True,3,38.6,70.0,217.9,0.5,1.75,0.5,3.5,gyro_x_onset,2.0,8.0,4.0,True,12.0,0.75,0.5,2.5
