time_s,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,accel_x_g,accel_y_g,accel_z_g,aux_volts,current_a,accel_mag_g,accel_excess_g,gyro_mag_deg_s,vel_x_m_s,vel_y_m_s,vel_z_m_s,vel_mag_m_s,jerk_excess_g_per_s
217.4,-87.0,-1.1,-246.9,0.23,-0.85,-1.14,0.038,0.0,1.4404860290887933,0.4404860290887933,261.78200854909795,324.0655674200905,308.01944664504623,-471.09131977270715,649.4778695721793,28.944363979333716
217.402,-83.5,-1.4,-246.4,0.27,-0.87,-1.21,0.037,0.0,1.514562643141577,0.5145626431415771,260.16758060911434,324.0512179790103,307.99547709970693,-471.1054570894829,649.469597045964,68.34231850514229
217.404,-83.5,-0.5,-243.7,0.26,-1.01,-1.36,0.036,0.0,1.7138553031105048,0.7138553031105048,257.60859845898,324.0368685379294,307.9715075543673,-471.11959440625867,649.4613259237957,27.63049250990531
217.406,-79.1,0.0,-242.8,0.26,-0.98,-1.27,0.037,0.0,1.625084613181726,0.625084613181726,255.35984414155644,324.02251909684924,307.94753800902754,-471.1337317230349,649.4530562057292,26.19263794082522
217.408,-76.8,-2.7,-239.8,0.31,-1.43,-1.08,0.037,0.0,1.8186258548695495,0.8186258548695495,251.81256918589273,324.0081696557688,307.92356846368824,-471.14786903981064,649.4447878918174,77.4449307874118
217.41,-75.1,-2.5,-238.9,0.32,-1.58,-1.07,0.037,0.0,1.9348643363295528,0.9348643363295528,250.43855533843026,323.99382021468864,307.8995989183485,-471.16200635658686,649.4365209821143,100.2872271193213
217.412,-66.0,-5.5,-236.5,0.28,-1.77,-1.31,0.037,0.0,2.21977476334875,1.2197747633487501,245.59824917942717,323.979470773608,307.87562937300885,-471.1761436733631,649.4282554766731,63.201414265332545
217.414,-63.5,-5.0,-233.6,0.29,-1.63,-1.43,0.037,0.0,2.187669993394799,1.187669993394799,242.12849894219391,323.9651213325278,307.85165982766955,-471.19028099013883,649.4199913755479,0.1801692154536454
217.416,-56.1,-6.7,-232.6,0.36,-1.71,-1.37,0.037,0.0,2.2204954402114856,1.2204954402114856,239.36344750191077,323.95077189144763,307.8276902823298,-471.2044183069146,649.4117286787916,17.800351555041175
217.418,-54.3,-12.1,-230.6,0.33,-1.56,-1.6,0.037,0.0,2.2588713996153036,1.2588713996153036,237.21564029380525,323.9364224503672,307.80372073699016,-471.2185556236908,649.4034673864586,44.46975232183951
217.42,-48.6,-12.7,-229.1,0.32,-1.63,-1.73,0.037,0.0,2.398374449496992,1.398374449496992,234.54223500256836,323.92207300928703,307.77975119165075,-471.23269294046656,649.395207498602,49.66700505314077
217.422,-42.1,-20.0,-227.2,0.39,-1.57,-1.85,0.037,0.0,2.457539419826262,1.457539419826262,231.9315631819007,323.9077235682064,307.7862616463113,-471.21635025724265,649.379276690522,-0.3284373473640585
217.424,-40.9,-21.5,-227.4,0.31,-1.63,-1.73,0.037,0.0,2.3970607001075295,1.3970607001075295,232.0470210970182,323.8933741271262,307.7927721009717,-471.20000757401874,649.3633462852755,-81.59150852755857
217.426,-35.2,-27.8,-227.5,0.27,-1.61,-1.37,0.037,0.0,2.1311733857197073,1.1311733857197073,231.87955925436808,323.879024686046,307.79928255563215,-471.18366489079483,649.3474162828918,-186.76517502655275
217.428,-37.8,-29.6,-228.7,0.22,-1.21,-1.1,0.038,0.0,1.6500000000000001,0.6500000000000001,233.68502305453808,323.86467524496584,307.8057930102927,-471.16732220757046,649.3314866834003,-137.99909621784448
217.43,-35.4,-31.0,-228.4,0.24,-1.01,-1.19,0.037,0.0,1.5791770008456938,0.5791770008456938,233.19674097208133,323.8503258038852,307.8123034649531,-471.15097952434644,649.3155574868309,-54.32755549914687
217.432,-35.0,-34.3,-228.6,0.26,-0.65,-1.25,0.038,0.0,1.4326897780049943,0.4326897780049943,233.793605558407,323.835976362805,307.81881391961355,-471.13463684112253,649.2996286932138,-24.785804362619004
217.434,-34.3,-33.8,-228.1,0.3,-0.62,-1.31,0.036,0.0,1.4800337833982034,0.48003378339820335,233.12773322794524,323.8216269217248,307.8253243742741,-471.1182941578986,649.2837003025782,-20.709483570620336
217.436,-31.9,-36.4,-229.4,0.3,-0.64,-1.15,0.037,0.0,1.3498518437221174,0.3498518437221174,234.45027191283017,323.80727748064464,307.8318348289345,-471.10195147467425,649.2677723149533,-29.521661964629118
217.438,-33.0,-35.5,-229.9,0.26,-0.73,-1.12,0.037,0.0,1.3619471355379402,0.3619471355379402,234.95374012771111,323.79292803956446,307.83834528359495,-471.0856087914508,649.2518447303697,12.188651392306667
217.44,-32.9,-35.8,-230.1,0.33,-0.74,-1.14,0.037,0.0,1.3986064492915795,0.3986064492915795,235.18090908915204,323.7785785984838,307.8448557382554,-471.06926610822643,649.2359175488559,-0.1652447483314603
217.442,-33.7,-36.9,-231.2,0.29,-0.97,-0.91,0.038,0.0,1.3612861565446113,0.36128615654461127,236.53908767897116,323.76422915740363,307.82088619291574,-471.0529234250025,649.2055381200325,-13.747980309149895
217.444,-35.2,-36.6,-231.4,0.26,-0.81,-1.04,0.037,0.0,1.3436145280548288,0.34361452805482884,236.9062261739864,323.74987971632345,307.7969166475765,-471.0365807417786,649.1751588831747,-5.200292420941949
217.446,-34.5,-38.3,-230.7,0.29,-0.82,-1.02,0.037,0.0,1.3404849868610986,0.3404849868610986,236.38872646554023,323.73553027524326,307.7729471022368,-471.0202380585547,649.1447798383091,34.61964660705304
217.448,-32.9,-37.3,-230.6,0.29,-0.95,-1.1,0.036,0.0,1.4820931144837022,0.4820931144837022,235.9026494128457,323.7211808341626,307.7489775568972,-471.00389537533033,649.1144009854622,42.21315404851421
217.45,-35.0,-41.0,-231.3,0.3,-1.09,-1.0,0.037,0.0,1.5093376030563872,0.5093376030563872,237.49882104970544,323.7068313930829,307.7250080115578,-470.9875526921069,649.0840223246627,59.832678697611826
217.452,-31.4,-41.8,-232.1,0.37,-1.42,-0.9,0.037,0.0,1.7214238292762185,0.7214238292762185,237.91513192733242,323.692481952002,307.7010384662183,-470.9712100088824,649.0536438559351,80.22707051560943
217.454,-33.8,-45.3,-232.8,0.37,-1.52,-0.95,0.037,0.0,1.8302458851203571,0.8302458851203571,239.56287274951436,323.67813251092184,307.6770689208785,-470.9548673256585,649.0232655793084,26.241513107239257
217.456,-34.9,-47.4,-233.6,0.34,-1.49,-1.0,0.036,0.0,1.826389881706532,0.826389881706532,240.90190949845126,323.66378306984166,307.6530993755393,-470.9385246424346,648.9928874948091,-15.259255594777414
217.458,-32.1,-48.5,-233.3,0.34,-1.44,-0.97,0.037,0.0,1.769208862740632,0.7692088627406319,240.4403252368454,323.649433628761,307.6291298301997,-470.92218195921066,648.9625096024636,-33.78693366088919
217.46,-34.6,-51.8,-232.3,0.35,-1.17,-1.17,0.037,0.0,1.69124214706233,0.69124214706233,240.50715166081864,323.63508418768083,307.60516028486,-470.9058392759863,648.9321319022989,0.6989129821412803
217.462,-32.1,-51.4,-231.4,0.4,-1.26,-1.18,0.036,0.0,1.772004514666935,0.772004514666935,239.2035325826105,323.62073474660065,307.61167073952043,-470.88949659276284,648.9162025519738,28.34076823110476
217.464,-31.2,-56.7,-231.6,0.42,-1.29,-1.19,0.037,0.0,1.8046052199858005,0.8046052199858005,240.4722229281378,323.60638530552046,307.618181194181,-470.87315390953836,648.9002736048404,-3.07926060376397
217.466,-30.7,-57.8,-232.2,0.39,-1.3,-1.12,0.037,0.0,1.7596874722518203,0.7596874722518203,241.2471139723748,323.5920358644398,307.6246916488414,-470.85681122631445,648.884345060929,-49.7708744824609
217.468,-28.4,-59.8,-231.7,0.36,-1.16,-1.05,0.037,0.0,1.6055217220579734,0.6055217220579734,240.97196932423486,323.57768642335986,307.63120210350183,-470.8404685430903,648.8684169202694,-56.182047351484556
217.47,-28.9,-60.0,-230.5,0.36,-1.04,-1.07,0.037,0.0,1.534959282847594,0.534959282847594,239.92803087592745,323.5633369822792,307.63771255816226,-470.8241258598664,648.8524891828911,-18.806908168698072
217.472,-25.6,-60.4,-230.3,0.43,-1.12,-0.95,0.037,0.0,1.5302940893828219,0.5302940893828219,239.46108243303337,323.54898754119904,307.6442230128228,-470.80778317664203,648.8365618488236,27.645035597134182
217.474,-24.0,-64.0,-230.7,0.43,-0.98,-1.25,0.037,0.0,1.645539425234169,0.6455394252341691,240.61273864864262,323.5346381001186,307.65073346748324,-470.791440493418,648.8206349180972,20.547117166169954
217.476,-22.4,-65.3,-230.0,0.4,-0.95,-1.24,0.036,0.0,1.6124825580452027,0.6124825580452027,240.1371483132087,323.520288659038,307.65724392214366,-470.7750978101941,648.804708390741,14.650646906788864
217.478,-18.6,-67.8,-230.2,0.4,-0.96,-1.35,0.037,0.0,1.7041420128616043,0.7041420128616043,240.69657247248037,323.5059392179578,307.6637543768042,-470.7587551269701,648.7887822667852,31.404963876906436
217.48,-18.7,-68.6,-228.4,0.4,-1.07,-1.31,0.037,0.0,1.7381024135533556,0.7381024135533556,239.21164269324353,323.4915897768776,307.6702648314645,-470.74241244374616,648.7728565462594,51.889700137217034
217.482,-14.2,-70.5,-228.2,0.4,-1.25,-1.39,0.037,0.0,1.911700813411973,0.9117008134119731,239.26372478919575,323.47724033579743,307.6462952861249,-470.72606976052225,648.7424764656072,51.48494176450146
217.484,-9.5,-73.0,-226.3,0.4,-1.32,-1.37,0.036,0.0,1.9440421806123447,0.9440421806123447,237.97256144354122,323.4628908947168,307.62232574078536,-470.7097270772979,648.7120965769958,-14.513938924122812
217.486,-6.9,-73.3,-226.1,0.42,-1.14,-1.4,0.037,0.0,1.8536450577173613,0.8536450577173613,237.78500793784286,323.44854145363706,307.59835619544594,-470.693384394074,648.6817168804537,-42.40317370861041
217.488,-0.7,-79.1,-225.6,0.43,-1.14,-1.29,0.037,0.0,1.7744294857784573,0.7744294857784573,239.06622513437569,323.4341920125564,307.57438665010636,-470.67704171085006,648.6513373760064,-77.23610986824633
217.49,4.8,-81.2,-225.2,0.44,-0.98,-1.11,0.037,0.0,1.5447006182429008,0.5447006182429008,239.44001336451683,323.419842571476,307.55041710476667,-470.66069902762604,648.6209580636813,-13.571035769114872
217.492,7.3,-84.0,-224.7,0.44,-1.13,-1.22,0.037,0.0,1.7201453426963664,0.7201453426963664,239.99870832985746,323.4054931303958,307.5264475594274,-470.6443563444021,648.5905789435061,-8.989855270017244
217.494,12.3,-86.6,-224.3,0.43,-0.85,-1.17,0.037,0.0,1.5087411971574183,0.5087411971574183,240.7516147401716,323.3911436893152,307.5024780140878,-470.62801366117776,648.5602000155063,-30.94361461779627
217.496,14.4,-88.0,-224.9,0.42,-0.94,-1.22,0.036,0.0,1.5963708842245903,0.5963708842245903,241.932573251309,323.376794248235,307.4785084687481,-470.61167097795385,648.5298212797104,0.5133239534844307
217.498,21.4,-92.0,-224.6,0.36,-0.8,-1.23,0.037,0.0,1.5107944929738126,0.5107944929738126,243.65368866487532,323.3624448071548,307.45453892340885,-470.59532829472994,648.4994427361452,8.499293094549444
217.5,22.7,-92.6,-224.8,0.36,-0.97,-1.26,0.037,0.0,1.6303680566056242,0.6303680566056242,244.18249322996112,323.34809536607463,307.43056937806915,-470.578985611506,648.469064384837,-4.285313357456644
217.502,27.0,-96.4,-224.4,0.35,-0.86,-1.17,0.037,0.0,1.4936532395439042,0.49365323954390417,245.71796841094059,323.333745924994,307.4370798327297,-470.5626429282821,648.4531364945464,-28.819325061531487
217.504,31.0,-97.4,-223.4,0.35,-0.97,-1.11,0.037,0.0,1.5150907563575193,0.5150907563575193,245.67319756131317,323.31939648391426,307.4435902873901,-470.5463002450582,648.437209007808,1.0446316776991438
217.506,33.2,-98.7,-223.0,0.33,-0.95,-1.11,0.037,0.0,1.4978317662541412,0.49783176625414116,246.11568418124025,323.3050470428336,307.45010074205055,-470.52995756183384,648.4212819246505,38.74228070193854
217.508,38.1,-101.1,-222.1,0.31,-1.13,-1.19,0.036,0.0,1.6700598791660135,0.6700598791660135,246.98427075423243,323.29069760175344,307.4566111967111,-470.5136148786099,648.4053552451049,61.50363931237179
217.51,39.6,-101.5,-221.4,0.35,-1.12,-1.29,0.038,0.0,1.743846323504454,0.7438463235044539,246.75568889085415,323.27634816067325,307.4631216513714,-470.497272195386,648.3894289692006,46.341150142227406
217.512,45.5,-104.3,-219.2,0.33,-1.16,-1.41,0.037,0.0,1.855424479735028,0.8554244797350281,246.9764766126523,323.26199871959307,307.46963210603195,-470.480929512162,648.373503096967,53.744963903256064
217.514,50.8,-106.3,-217.3,0.31,-1.28,-1.45,0.037,0.0,1.9588261791185047,0.9588261791185047,247.18337322724602,323.2476492785124,307.4761425606925,-470.4645868289381,648.357577628434,30.575371781499285
217.516,53.4,-108.5,-216.0,0.32,-1.39,-1.37,0.037,0.0,1.9777259668619411,0.9777259668619411,247.54759138395994,323.23329983743224,307.4826530153528,-470.44824414571417,648.3416525636316,47.66553302078924
217.518,59.0,-111.6,-213.2,0.31,-1.61,-1.39,0.037,0.0,2.1494883112033896,1.1494883112033896,247.76965108745662,323.21895039635206,307.48916347001335,-470.4319014624898,648.3257279025889,66.17643723276436
217.52,62.5,-113.8,-211.6,0.34,-1.65,-1.48,0.037,0.0,2.2424317157942624,1.2424317157942624,248.25641985656685,323.2046009552714,307.4956739246738,-470.4155587792659,648.3098036453363,97.50487878303227
217.522,68.0,-118.8,-207.0,0.31,-1.87,-1.69,0.037,0.0,2.539507826331709,1.5395078263317088,248.16615401782735,323.1902515141917,307.4717043793345,-470.3687360960421,648.2573066031168,122.70660331376848
217.524,70.3,-120.4,-205.1,0.31,-1.95,-1.89,0.038,0.0,2.733258129046724,1.7332581290467242,248.0005241929944,323.1759020731108,307.44773483399484,-470.32191341281793,648.2048098954663,86.58856580840887
217.526,76.3,-126.0,-199.4,0.33,-2.12,-1.93,0.037,0.0,2.885862089566998,1.8858620895669982,247.90734156131802,323.16155263203063,307.4237652886551,-470.27509072959344,648.1523135224668,47.6522932506449
217.528,79.5,-131.1,-193.8,0.33,-2.24,-1.85,0.037,0.0,2.923867302050488,1.9238673020504882,247.11515534260542,323.1472031909502,307.3997957433158,-470.2282680463702,648.0998174842009,12.641077496969558
217.53,80.9,-133.4,-190.3,0.31,-2.33,-1.76,0.037,0.0,2.936426399554397,1.936426399554397,246.0781583156051,323.13285374987004,307.37582619797604,-470.1814453631456,648.0473217807477,-1.125233110539341
217.532,82.7,-137.7,-184.2,0.35,-2.41,-1.61,0.036,0.0,2.9193663696083094,1.9193663696083094,244.39766774664605,323.1185043087896,307.3518566526364,-470.13462267992145,647.9948264121899,-24.29588568402943
217.534,81.6,-139.8,-181.0,0.32,-2.42,-1.45,0.037,0.0,2.839242856819402,1.8392428568194021,242.82421625529858,323.1041548677092,307.3278871072971,-470.08779999669764,647.9423313786091,-58.32744511985817
