time_s,altitude_agl_ft,altitude_agl_smooth_ft,vertical_velocity_ft_s,horizontal_velocity_ft_s,acceleration_ft_s2,velocity_dr_ft_s,velocity_cr_ft_s,apo_fired,main_fired,descent_rate_ft_s,descent_rate_from_alt_ft_s,descent_rate_from_alt_smoothed_ft_s,altitude_asl_ft,baro_press_atm,inertial_altitude_ft,tilt_angle_deg,future_angle_deg,roll_angle_deg
-1.12,-1.1,2011.358357771261,0.0,0.0,0.0,0.0,0.0,0,0,,,,1951.6,0.9315,0.0,0.0,0.0,0.0
-1.1,-2.3,2026.612865497076,0.0,0.0,0.0,0.0,0.0,0,0,,,,1950.4,0.9315,0.0,0.0,0.0,0.0
-1.08,-2.3,2041.9297376093295,0.0,0.0,0.0,0.0,0.0,0,0,,,,1950.4,0.9315,0.0,0.0,0.0,0.0
-1.06,-1.1,2057.1575581395346,0.0,0.0,0.0,0.0,0.0,0,0,,,,1951.6,0.9315,0.0,0.0,0.0,0.0
-1.04,-1.1,2072.4478260869564,0.0,0.0,0.0,0.0,0.0,0,0,,,,1951.6,0.9315,0.0,0.0,0.0,0.0
-1.02,-1.1,2087.649710982659,0.0,0.0,0.0,0.0,0.0,0,0,,,,1951.6,0.9315,0.0,0.0,0.0,0.0
-1.0,-0.5,2102.941498559078,0.0,0.0,0.0,0.0,0.0,0,0,,,,1952.1,0.9314,0.0,0.0,0.0,0.0
-0.98,1.3,2118.1454022988505,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.9,0.9314,0.0,0.0,0.0,0.0
-0.96,0.7,2133.4243553008596,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.94,-4.0,2148.616,0.0,0.0,0.0,0.0,0.0,0,0,,,,1948.6,0.9316,0.0,0.0,0.0,0.0
-0.92,-4.0,2163.8700854700855,0.0,0.0,0.0,0.0,0.0,0,0,,,,1948.6,0.9316,0.0,0.0,0.0,0.0
-0.9,0.7,2179.0375,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.88,1.3,2194.273371104816,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.9,0.9314,0.0,0.0,0.0,0.0
-0.86,-0.5,2209.423163841808,0.0,0.0,0.0,0.0,0.0,0,0,,,,1952.1,0.9314,0.0,0.0,0.0,0.0
-0.84,-0.5,2224.614647887324,0.0,0.0,0.0,0.0,0.0,0,0,,,,1952.1,0.9314,0.0,0.0,0.0,0.0
-0.82,-1.7,2239.720786516854,0.0,0.0,0.0,0.0,0.0,0,0,,,,1951.0,0.9315,0.0,0.0,0.0,0.0
-0.8,-1.7,2254.9058823529413,0.0,0.0,0.0,0.0,0.0,0,0,,,,1951.0,0.9315,0.0,0.0,0.0,0.0
-0.78,-0.5,2270.004189944134,0.0,0.0,0.0,0.0,0.0,0,0,,,,1952.1,0.9314,0.0,0.0,0.0,0.0
-0.76,-0.5,2285.1607242339833,0.0,0.0,0.0,0.0,0.0,0,0,,,,1952.1,0.9314,0.0,0.0,0.0,0.0
-0.74,1.3,2300.235,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.9,0.9314,0.0,0.0,0.0,0.0
-0.72,0.7,2315.3717451523544,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.7,0.7,2330.424861878453,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.68,0.7,2345.544628099173,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.66,-4.0,2360.5813186813184,0.0,0.0,0.0,0.0,0.0,0,0,,,,1948.6,0.9316,0.0,0.0,0.0,0.0
-0.64,-4.0,2375.686575342466,0.0,0.0,0.0,0.0,0.0,0,0,,,,1948.6,0.9316,0.0,0.0,0.0,0.0
-0.62,-1.1,2390.7092896174863,0.0,0.0,0.0,0.0,0.0,0,0,,,,1951.6,0.9315,0.0,0.0,0.0,0.0
-0.6,-0.5,2405.7700272479565,0.0,0.0,0.0,0.0,0.0,0,0,,,,1952.1,0.9314,0.0,0.0,0.0,0.0
-0.58,2.4,2420.7489130434783,0.0,0.0,0.0,0.0,0.0,0,0,,,,1955.1,0.9313,0.0,0.0,0.0,0.0
-0.56,2.4,2435.790514905149,0.0,0.0,0.0,0.0,0.0,0,0,,,,1955.1,0.9313,0.0,0.0,0.0,0.0
-0.54,3.6,2450.750810810811,0.0,0.0,0.0,0.0,0.0,0,0,,,,1956.2,0.9313,0.0,0.0,0.0,0.0
-0.52,3.6,2465.7735849056603,0.0,0.0,0.0,0.0,0.0,0,0,,,,1956.2,0.9313,0.0,0.0,0.0,0.0
-0.5,0.7,2480.7155913978495,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.48,0.7,2495.701876675603,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.46,0.7,2510.6080213903742,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.44,0.7,2525.5869333333335,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.42,0.7,2540.486170212766,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
-0.4,0.7,2555.4440318302386,0.0,0.0,0.0,0.0,0.0,0,0,,,,1953.3,0.9314,0.0,0.0,0.0,0.0
