time_s,altitude_agl_ft,altitude_agl_smooth_ft,descent_rate_from_alt_ft_s,descent_rate_smoothed_ft_s,descent_rate_time_smoothed_ft_s,velocity_up_ft_s,time_plot_descent_rate_ft_s,time_plot_descent_rate_smoothed_ft_s
0.68,230.7,340.6970297029703,,,,431.0,,
0.7,256.6,352.7346534653465,,,,443.0,,
0.72,256.6,364.7544554455445,,,,456.0,,
0.74,282.1,377.3584158415842,,,,468.0,,
0.76,282.1,389.99207920792077,,,,480.0,,
0.78,306.3,403.13267326732677,,,,493.0,,
0.8,306.3,416.2435643564356,,,,505.0,,
0.82,324.0,430.0495049504951,,,,518.0,,
0.84,324.0,443.8732673267326,,,,530.0,,
0.86,345.4,460.07128712871287,,,,543.0,,
0.88,345.4,476.2633663366336,,,,556.0,,
0.9,360.8,493.5356435643564,,,,569.0,,
0.92,360.8,511.02871287128715,,,,582.0,,
0.94,382.1,529.1762376237624,,,,595.0,,
0.96,381.5,546.8475247524754,,,,608.0,,
0.98,405.8,565.2059405940595,,,,621.0,,
1.0,405.8,583.6227722772277,,,,634.0,,
1.02,433.1,602.6049504950495,,,,647.0,,
1.04,433.1,621.6910891089109,,,,661.0,,
1.06,471.2,641.2940594059406,,,,674.0,,
1.08,470.6,660.781188118812,,,,688.0,,
1.1,502.7,680.8049504950495,,,,701.0,,
1.12,502.7,700.8396039603961,,,,715.0,,
1.14,546.7,721.3564356435644,,,,728.0,,
1.16,546.7,741.9663366336633,,,,742.0,,
1.18,584.3,763.0346534653465,,,,756.0,,
1.2,584.3,784.0089108910892,,,,770.0,,
1.22,628.5,805.2920792079208,,,,784.0,,
1.24,629.1,826.3841584158416,,,,797.0,,
1.26,671.5,847.841584158416,,,,811.0,,
1.28,671.5,869.3564356435644,,,,825.0,,
1.3,718.8,891.3613861386139,,,,839.0,,
1.32,718.2,913.2039603960396,,,,854.0,,
1.34,761.3,935.4752475247526,,,,868.0,,
1.36,761.3,957.5782178217822,,,,882.0,,
1.38,808.7,980.010891089109,,,,896.0,,
1.4,808.7,1002.3683168316832,,,,910.0,,
1.42,853.2,1025.079207920792,,,,925.0,,
1.44,853.2,1047.7029702970299,,,,939.0,,
1.46,897.1,1070.619801980198,,,,954.0,,
1.48,897.1,1093.3623762376237,,,,968.0,,
1.5,951.3,1116.4227722772278,,,,983.0,,
1.52,951.3,1139.2445544554455,,,,997.0,,
1.54,995.4,1162.5039603960397,,,,1012.0,,
1.56,995.4,1185.5415841584158,,,,1027.0,,
1.58,1051.0,1209.0415841584158,,,,1042.0,,
1.6,1051.0,1232.2386138613863,,,,1056.0,,
1.62,1101.8,1255.8613861386139,,,,1071.0,,
1.64,1101.8,1279.2326732673268,,,,1086.0,,
1.66,1161.9,1303.0059405940594,,,,1101.0,,
1.68,1161.9,1326.487128712871,,,,1116.0,,
1.7,1214.7,1350.3069306930693,,,,1130.0,,
1.72,1214.7,1373.870297029703,,,,1145.0,,
1.74,1273.7,1397.89900990099,,,,1160.0,,
1.76,1273.7,1421.6683168316831,,,,1174.0,,
1.78,1324.9,1445.9851485148515,,,,1189.0,,
1.8,1324.9,1470.0623762376235,,,,1203.0,,
1.82,1395.1,1494.6257425742576,,,,1217.0,,
1.84,1395.1,1519.0138613861386,,,,1232.0,,
1.86,1635.5,1543.9316831683168,,,,1246.0,,
1.88,1634.9,1568.6376237623765,,,,1260.0,,
1.9,1743.4,1593.8247524752474,,,,1274.0,,
1.92,1743.4,1618.859405940594,,,,1288.0,,
1.94,1809.5,1644.4128712871288,,,,1302.0,,
1.96,1809.5,1669.749504950495,,,,1316.0,,
1.98,1878.9,1695.6247524752475,,,,1329.0,,
2.0,1878.9,1721.2663366336633,,,,1343.0,,
2.02,1936.0,1747.6326732673267,,,,1357.0,,
2.04,1936.0,1773.7287128712871,,,,1371.0,,
2.06,1988.2,1800.4425742574256,,,,1384.0,,
2.08,1988.2,1826.7792079207923,,,,1398.0,,
2.1,2042.4,1853.7663366336633,,,,1412.0,,
2.12,2041.8,1880.4356435643565,,,,1426.0,,
2.14,2091.0,1907.7762376237624,,,,1439.0,,
2.16,2091.6,1934.6871287128713,,,,1453.0,,
2.18,2137.9,1962.2455445544556,,,,1466.0,,
2.2,2137.2,1989.4316831683168,,,,1480.0,,
2.22,2167.9,2017.2851485148517,,,,1493.0,,
2.24,2167.9,2044.7079207920792,,,,1507.0,,
2.26,2204.8,2072.8970297029705,,,,1520.0,,
2.28,2204.8,2100.6594059405943,,,,1534.0,,
2.3,2254.3,2129.1633663366338,,,,1547.0,,
2.32,2254.3,2157.19900990099,,,,1561.0,,
2.34,2297.6,2186.0940594059407,,,,1574.0,,
2.36,2297.0,2214.569306930693,,,,1587.0,,
2.38,2330.9,2244.5435643564356,,,,1601.0,,
2.4,2330.9,2274.0485148514854,,,,1614.0,,
2.42,2366.1,2305.713861386139,,,,1627.0,,
2.44,2366.1,2336.938613861386,,,,1640.0,,
