apogee_time_s,apogee_altitude_agl_ft,max_horizontal_velocity_time_s,max_horizontal_velocity_ft_s,max_abs_acceleration_time_s,max_abs_acceleration_ft_s2,apo_fired_time_s,main_fired_time_s,horizontal_velocity_at_apo_fired_ft_s
36.78,23110.990166666666,335.22,6684.129412272027,1.62,750.0000000000073,40.04,219.36,114.28035701729323
